target_acc	min_dist_same	min_dist_opp	PDS_acc
PDT000008410.1	2	12	PDS000000560.1
PDT000008381.2	0	10	PDS000000560.1
PDT000008383.1	0	10	PDS000000560.1
PDT000008385.1	0	10	PDS000000560.1
PDT000008412.1	1		PDS000000185.1
PDT000008379.1	0	10	PDS000000560.1
PDT000008384.1	0	6	PDS000000560.1
PDT000008441.1	3		PDS000000180.1
PDT000008375.1	4	12	PDS000000576.1
PDT000008391.1	0	10	PDS000000560.1
PDT000008392.2	0	10	PDS000000560.1
PDT000008380.1	0	10	PDS000000560.1
PDT000008411.1	4	15	PDS000000116.2
PDT000008367.1	3	15	PDS000000116.2
PDT000008442.1	0	10	PDS000000560.1
PDT000008418.1	2		PDS000000185.1
PDT000008051.1	1	3	PDS000000560.1
PDT000008420.1	2		PDS000000185.1
PDT000008396.2	0	10	PDS000000560.1
PDT000008397.1	0	10	PDS000000560.1
PDT000008388.1	1	8	PDS000000560.1
PDT000008479.1	3	15	PDS000000576.1
PDT000008475.1	0	26	PDS000000183.1
PDT000008490.1	4	10	PDS000000576.1
PDT000008045.1	16	16	PDS000000183.1
PDT000008071.1	0	2	PDS000000560.1
PDT000008483.1	8	14	PDS000000116.2
PDT000008473.1	18	28	PDS000000169.1
PDT000008041.2	1	5	PDS000000560.1
PDT000008478.1	1		PDS000000182.1
PDT000008504.1	2		PDS000000170.1
PDT000008037.1	3	7	PDS000000560.1
PDT000008470.1	4	15	PDS000000576.1
PDT000008476.1	53	55	PDS000000179.1
PDT000008474.1	0	26	PDS000000183.1
PDT000008480.1	0	3	PDS000000116.2
PDT000008496.1	0	6	PDS000000560.1
PDT000008472.1	1	6	PDS000000560.1
PDT000008144.1	1	4	PDS000000560.1
PDT000008471.1	0	6	PDS000000560.1
PDT000008506.1	1	8	PDS000000560.1
PDT000008503.1	3		PDS000000170.1
PDT000008501.1	8	20	PDS000000576.1
PDT000008481.1	0	3	PDS000000116.2
PDT000008499.1	2	9	PDS000000560.1
PDT000008502.1	2		PDS000000170.1
PDT000008497.1	0	7	PDS000000560.1
PDT000008494.2	0	5	PDS000000560.1
PDT000008500.1	0	9	PDS000000560.1
PDT000008118.2	3	3	PDS000000183.1
PDT000008498.1	0	7	PDS000000560.1
PDT000008495.1	0	7	PDS000000560.1
PDT000008469.1	0	6	PDS000000560.1
PDT000008477.1	5	12	PDS000000560.1
PDT000008493.1	0	9	PDS000000560.1
PDT000008482.1	1		PDS000000171.1
PDT000008120.1	2		PDS000000185.1
PDT000008518.1	7	13	PDS000000560.1
PDT000008545.1	1		PDS000000170.1
PDT000008526.1	0	7	PDS000000560.1
PDT000008530.1	0	7	PDS000000560.1
PDT000008534.1	0	7	PDS000000560.1
PDT000008529.1	1	8	PDS000000560.1
PDT000008527.2	0	7	PDS000000560.1
PDT000008542.1	1	8	PDS000000110.2
PDT000008544.1	37		PDS000000170.1
PDT000008536.2	0	7	PDS000000560.1
PDT000008131.2	0	0	PDS000000116.2
PDT000008543.1	2		PDS000000170.1
PDT000008537.1	5	12	PDS000000560.1
PDT000008056.1	2	4	PDS000000560.1
PDT000008535.1	0	12	PDS000000560.1
PDT000008533.1	1	12	PDS000000560.1
PDT000008532.1	0	15	PDS000000116.2
PDT000008057.2			
PDT000008528.1	0	12	PDS000000560.1
PDT000008524.2	0	11	PDS000000560.1
PDT000008525.1	0	12	PDS000000560.1
PDT000008541.1	0	9	PDS000000560.1
PDT000008523.1	9	20	PDS000000560.1
PDT000008114.1	2	3	PDS000000116.2
PDT000008147.1	0	2	PDS000000560.1
PDT000008539.1	0	9	PDS000000560.1
PDT000008540.1	2	11	PDS000000560.1
PDT000008531.1	7	16	PDS000000560.1
PDT000008519.1	5		PDS000000170.1
PDT000008599.1			
PDT000008143.1	3	3	PDS000000116.2
PDT000008602.1	2	6	PDS000000172.1
PDT000008576.1	1		PDS000000170.1
PDT000008580.1	10	17	PDS000000560.1
PDT000008596.1	2	18	PDS000000560.1
PDT000008604.1	0	9	PDS000000560.1
PDT000008556.1	0	11	PDS000000560.1
PDT000008577.1	0	6	PDS000000116.2
PDT000008557.1	10	13	PDS000000179.1
PDT000008559.2	1		PDS000000170.1
PDT000008562.1	1	8	PDS000000560.1
PDT000008140.1	7	7	PDS000000116.2
PDT000008570.1	0	7	PDS000000560.1
PDT000008574.1	0	2	PDS000000179.1
PDT000008607.2	1	25	PDS000000116.2
PDT000008563.1	0	7	PDS000000560.1
PDT000008610.1	12	20	PDS000000215.1
PDT000008609.1	9	13	PDS000000116.2
PDT000008600.1	0	7	PDS000000560.1
PDT000008571.1	11	20	PDS000000169.1
PDT000008142.1	2	2	PDS000000116.2
PDT000008573.1	0	2	PDS000000179.1
PDT000008606.2	1	26	PDS000000116.2
PDT000008561.1	1	8	PDS000000560.1
PDT000008603.1	2	11	PDS000000560.1
PDT000008565.1	0	7	PDS000000560.1
PDT000008575.1	6	20	PDS000000576.1
PDT000008594.1	0	9	PDS000000560.1
PDT000008595.1	2	9	PDS000000560.1
PDT000008598.1	6	21	PDS000000116.2
PDT000008522.1	0	7	PDS000000560.1
PDT000008485.1	5	12	PDS000000560.1
PDT000008371.1	0	5	PDS000000172.1
PDT000008484.1	6	13	PDS000000560.1
PDT000008488.1	7	18	PDS000000116.2
PDT000008486.1	0	8	PDS000000560.1
PDT000008492.1	2	10	PDS000000116.2
PDT000008521.1	5	12	PDS000000560.1
PDT000008593.1	2	16	PDS000000560.1
PDT000008136.1	0	2	PDS000000560.1
PDT000008592.1			
PDT000008591.1	1	17	PDS000000560.1
PDT000008579.1	1	16	PDS000000560.1
PDT000008489.1	8		PDS000000185.1
PDT000008487.1	1	10	PDS000000560.1
PDT000008560.1	0	9	PDS000000560.1
PDT000008568.1	0	8	PDS000000560.1
PDT000008558.1	2	4	PDS000000179.1
PDT000008608.1	0	0	PDS000000074.2
PDT000008601.1	2	18	PDS000000560.1
PDT000008146.2	2	5	PDS000000560.1
PDT000008589.1	0	12	PDS000000560.1
PDT000008569.1	0	7	PDS000000560.1
PDT000008587.1	7	17	PDS000000560.1
PDT000008605.2	1	7	PDS000000172.1
PDT000008584.1	0	12	PDS000000560.1
PDT000008583.1	1	13	PDS000000560.1
PDT000008585.1	0	12	PDS000000560.1
PDT000008588.1	0	12	PDS000000560.1
PDT000008581.1	0	13	PDS000000179.1
PDT000008586.1	2	14	PDS000000560.1
PDT000008578.1	1	7	PDS000000172.1
PDT000008572.1	0	0	PDS000000074.2
PDT000008705.1	0	9	PDS000000560.1
PDT000008567.1	1	3	PDS000000179.1
PDT000008812.1	0	0	PDS000000074.2
PDT000008669.1	0	8	PDS000000560.1
PDT000008725.1	0	8	PDS000000560.1
PDT000008768.1	1	6	PDS000000172.1
PDT000008564.1	0	8	PDS000000560.1
PDT000008820.1	5	9	PDS000000172.1
PDT000008809.1	0	0	PDS000000074.2
PDT000008794.1	7	15	PDS000000116.2
PDT000008805.1	0	0	PDS000000074.2
PDT000008647.1	0	8	PDS000000560.1
PDT000008747.1	0	0	PDS000000074.2
PDT000008073.1	0	3	PDS000000560.1
PDT000008704.1	0	8	PDS000000560.1
PDT000008724.1	1	9	PDS000000560.1
PDT000008779.1	0	12	PDS000000560.1
PDT000008685.1	0	8	PDS000000560.1
PDT000008735.1			
PDT000008707.1	0	8	PDS000000560.1
PDT000008793.1	14	21	PDS000000560.1
PDT000008137.2	0	2	PDS000000116.2
PDT000008743.1	0	0	PDS000000074.2
PDT000008806.1	0	0	PDS000000074.2
PDT000008758.1	6	9	PDS000000116.2
PDT000008767.1	0	0	PDS000000074.2
PDT000008786.1	0	7	PDS000000560.1
PDT000008807.1	0	0	PDS000000074.2
PDT000008797.1	6	13	PDS000000172.1
PDT000008785.1	0	7	PDS000000560.1
PDT000008684.1	0	2	PDS000000179.1
PDT000008719.1	0	8	PDS000000560.1
PDT000008149.1	0	2	PDS000000560.1
PDT000008770.1	0	8	PDS000000179.1
PDT000008783.1	1	8	PDS000000560.1
PDT000008776.1	0	12	PDS000000560.1
PDT000008709.1	2	9	PDS000000560.1
PDT000008822.1	1	27	PDS000000116.2
PDT000008778.1	0	12	PDS000000560.1
PDT000008774.1	0	8	PDS000000179.1
PDT000008727.1	0	8	PDS000000560.1
PDT000008808.1	0	0	PDS000000074.2
PDT000008726.1	0	8	PDS000000560.1
PDT000008810.1	0	0	PDS000000074.2
PDT000008811.1	0	0	PDS000000074.2
PDT000008769.1	0	8	PDS000000179.1
PDT000008804.1	0	0	PDS000000074.2
PDT000008788.1	0	7	PDS000000560.1
PDT000008517.1	22		PDS000000185.1
PDT000008450.1	2	5	PDS000000110.2
PDT000008205.1	10	15	PDS000000560.1
PDT000008242.1	0	3	PDS000000110.2
PDT000008246.1	11	14	PDS000000560.1
PDT000008244.1	0	2	PDS000000116.2
PDT000008547.1	19	29	PDS000000169.1
PDT000008612.1	0	6	PDS000000116.2
PDT000008138.1	0	2	PDS000000116.2
PDT000008508.1	62		PDS000000180.1
PDT000008513.1	0	10	PDS000000560.1
PDT000008507.1	4	10	PDS000000116.2
PDT000008511.1	0	14	PDS000000116.2
PDT000008455.1	4	6	PDS000000116.2
PDT000008453.1	0	3	PDS000000110.2
PDT000008243.1	0	0	PDS000000116.2
PDT000008150.1	1	3	PDS000000560.1
PDT000008240.1	0	3	PDS000000110.2
PDT000008452.1	0	3	PDS000000110.2
PDT000008451.1	0	3	PDS000000110.2
PDT000008738.1	0	0	PDS000000074.2
PDT000008746.1	0	0	PDS000000074.2
PDT000008691.2	0	8	PDS000000560.1
PDT000008781.1	0	7	PDS000000560.1
PDT000008764.1	0	10	PDS000000560.1
PDT000008682.1	1	3	PDS000000179.1
PDT000008692.1	1	9	PDS000000560.1
PDT000008096.1	0	0	PDS000000183.1
PDT000008790.1	0	9	PDS000000560.1
PDT000008773.1	4	12	PDS000000576.1
PDT000008782.2	1	7	PDS000000172.1
PDT000008699.1	0	8	PDS000000560.1
PDT000008678.1	1	9	PDS000000560.1
PDT000008763.1	3	11	PDS000000560.1
PDT000008795.1	0	6	PDS000000172.1
PDT000008689.1	4	14	PDS000000560.1
PDT000008712.1	2	9	PDS000000560.1
PDT000008702.1	0	2	PDS000000179.1
PDT000008090.1	2	2	PDS000000183.1
PDT000008680.1	0	8	PDS000000560.1
PDT000008765.1	0	10	PDS000000560.1
PDT000008670.1	1	8	PDS000000560.1
PDT000008708.1	0	5	PDS000000179.1
PDT000008780.2	0	7	PDS000000560.1
PDT000008827.1	2	2	PDS000000074.2
PDT000008784.2	0	7	PDS000000560.1
PDT000008723.1	0	8	PDS000000560.1
PDT000008752.2	0	0	PDS000000074.2
PDT000008687.1	1	7	PDS000000179.1
PDT000008092.1	1	1	PDS000000183.1
PDT000008791.2	0	16	PDS000000560.1
PDT000008729.1	0	16	PDS000000560.1
PDT000008717.1	0	5	PDS000000179.1
PDT000008771.1	1	14	PDS000000179.1
PDT000008744.1	0	0	PDS000000074.2
PDT000008800.1	0	6	PDS000000172.1
PDT000008799.1	0	8	PDS000000172.1
PDT000008734.2	4	29	PDS000000116.2
PDT000008711.1	0	8	PDS000000560.1
PDT000008067.1	0	3	PDS000000560.1
PDT000008104.1	0	0	PDS000000183.1
PDT000008754.1	0	0	PDS000000074.2
PDT000008837.1	1	11	PDS000000172.1
PDT000008694.1	0	5	PDS000000179.1
PDT000008683.1	0	2	PDS000000179.1
PDT000008832.1	1	11	PDS000000172.1
PDT000008775.1	4	12	PDS000000576.1
PDT000008755.1	1	1	PDS000000074.2
PDT000008108.1	0	0	PDS000000183.1
PDT000008681.1	0	5	PDS000000179.1
PDT000008690.1	1	8	PDS000000560.1
PDT000008833.1	1	10	PDS000000172.1
PDT000008835.1	0	11	PDS000000116.2
PDT000008823.1	1	21	PDS000000183.1
PDT000008836.1	4	13	PDS000000116.2
PDT000008757.1	2	4	PDS000000179.1
PDT000008102.2	1	4	PDS000000560.1
PDT000008660.1	0	2	PDS000000179.1
PDT000008633.1	0	4	PDS000000179.1
PDT000008664.1	0	2	PDS000000179.1
PDT000008643.1	0	5	PDS000000179.1
PDT000008813.1	2	2	PDS000000074.2
PDT000008817.1	4	11	PDS000000560.1
PDT000008728.1	0	7	PDS000000560.1
PDT000008831.1	1	20	PDS000000183.1
PDT000008667.1	0	2	PDS000000179.1
PDT000008107.1	0	0	PDS000000183.1
PDT000008663.1	0	6	PDS000000179.1
PDT000008721.1	8	19	PDS000000560.1
PDT000008662.1	1	11	PDS000000560.1
PDT000008703.1	1	6	PDS000000179.1
PDT000008668.2	0	7	PDS000000560.1
PDT000008611.1	1	2	PDS000000110.2
PDT000008446.1	1	6	PDS000000560.1
PDT000008247.1	1	3	PDS000000560.1
PDT000008509.1	1	9	PDS000000560.1
PDT000008101.1	0	0	PDS000000183.1
PDT000008510.1	4	17	PDS000000116.2
PDT000008514.1	2	16	PDS000000116.2
PDT000008459.1	7	10	PDS000000560.1
PDT000008554.1	5		PDS000000170.1
PDT000008208.1	2	6	PDS000000560.1
PDT000008464.1	0	3	PDS000000560.1
PDT000008552.1	25		PDS000000170.1
PDT000008548.2			
PDT000008550.1	0	14	PDS000000116.2
PDT000008099.1	4	4	PDS000000183.1
PDT000008515.1	1		PDS000000170.1
PDT000008447.1	0	0	PDS000000183.1
PDT000008241.1	0	3	PDS000000110.2
PDT000008546.1	0	8	PDS000000560.1
PDT000008460.1	2	10	PDS000000560.1
PDT000008553.1	2	14	PDS000000116.2
PDT000008551.1	0	3	PDS000000560.1
PDT000008463.1	0	10	PDS000000560.1
PDT000008658.1	5	13	PDS000000560.1
PDT000008109.2	0	0	PDS000000183.1
PDT000008634.1	1	5	PDS000000179.1
PDT000008626.1	0	4	PDS000000179.1
PDT000008695.1	5	15	PDS000000560.1
PDT000008625.1	0	8	PDS000000560.1
PDT000008733.1	1	10	PDS000000560.1
PDT000008629.1	0	4	PDS000000179.1
PDT000008651.1	0	12	PDS000000560.1
PDT000008659.1	0	5	PDS000000179.1
PDT000008741.1	0	0	PDS000000074.2
PDT000008110.1	1	1	PDS000000183.1
PDT000008801.1	0	8	PDS000000172.1
PDT000008672.1	0	6	PDS000000179.1
PDT000008760.1	4	8	PDS000000172.1
PDT000008696.1	0	10	PDS000000560.1
PDT000008777.1	2	9	PDS000000560.1
PDT000008792.1	0	8	PDS000000560.1
PDT000008815.1	0	11	PDS000000116.2
PDT000008152.1	2	7	PDS000000560.1
PDT000008736.2	2	2	PDS000000074.2
PDT000008700.1	0	12	PDS000000560.1
PDT000008701.1	2	12	PDS000000560.1
PDT000008623.1	0	4	PDS000000179.1
PDT000008676.1	1	10	PDS000000560.1
PDT000008627.1	0	4	PDS000000179.1
PDT000008751.1	0	0	PDS000000074.2
PDT000008819.1	0	9	PDS000000560.1
PDT000008642.1	0	4	PDS000000179.1
PDT000008632.2	0	6	PDS000000179.1
PDT000008650.1	0	6	PDS000000179.1
PDT000008762.1	5		PDS000000170.1
PDT000008637.2	0	4	PDS000000179.1
PDT000008628.1	0	5	PDS000000179.1
PDT000008761.1	5	17	PDS000000576.1
PDT000008654.1	2	4	PDS000000179.1
PDT000008750.1	0	0	PDS000000074.2
PDT000008665.1	1	9	PDS000000560.1
PDT000008638.1	0	8	PDS000000560.1
PDT000008066.1	1	4	PDS000000560.1
PDT000008640.1	2	12	PDS000000560.1
PDT000008645.1	0	4	PDS000000179.1
PDT000008639.1	0	4	PDS000000179.1
PDT000008772.1	0	4	PDS000000179.1
PDT000008646.1	1	5	PDS000000179.1
PDT000008818.1			
PDT000008796.1	0	8	PDS000000172.1
PDT000008657.1	2	10	PDS000000560.1
PDT000008641.1	1	9	PDS000000560.1
PDT000008834.1	8	11	PDS000000560.1
PDT000008094.1	0	0	PDS000000183.1
PDT000008740.1	1	1	PDS000000074.2
PDT000008803.1	2	10	PDS000000560.1
PDT000008624.1	0	11	PDS000000560.1
PDT000008826.1	1	1	PDS000000074.2
PDT000008698.1	0	12	PDS000000560.1
PDT000008686.1	0	8	PDS000000560.1
PDT000008635.2	3	8	PDS000000179.1
PDT000008745.1	0	0	PDS000000074.2
PDT000008693.1	0	7	PDS000000560.1
PDT000008117.2	1	5	PDS000000560.1
PDT000008829.1	0	0	PDS000000074.2
PDT000008648.1	0	9	PDS000000560.1
PDT000008816.1	0	12	PDS000000560.1
PDT000008824.1	0	0	PDS000000074.2
PDT000008798.1	0	8	PDS000000172.1
PDT000008802.1	0	8	PDS000000172.1
PDT000008756.1	4	6	PDS000000179.1
PDT000008789.1	0	8	PDS000000560.1
PDT000008100.1	0	0	PDS000000183.1
PDT000008673.2	0	12	PDS000000560.1
PDT000008710.1	0	11	PDS000000560.1
PDT000008766.1			
PDT000008675.1	1	9	PDS000000560.1
PDT000008671.2	2	13	PDS000000560.1
PDT000008655.1	0	6	PDS000000179.1
PDT000008630.1	0	5	PDS000000179.1
PDT000008688.1	0	12	PDS000000560.1
PDT000008644.1	0	6	PDS000000179.1
PDT000008649.1	0	8	PDS000000560.1
PDT000008098.1	0	0	PDS000000183.1
PDT000008737.1	0	0	PDS000000074.2
PDT000008661.1	0	0	PDS000000074.2
PDT000008677.1	0	8	PDS000000560.1
PDT000008674.1	0	8	PDS000000560.1
PDT000008714.1	1	12	PDS000000560.1
PDT000008621.1	2	13	PDS000000560.1
PDT000008697.2	0	7	PDS000000560.1
PDT000008753.1	1	12	PDS000000560.1
PDT000008716.1	2	12	PDS000000560.1
PDT000008636.1	0	9	PDS000000560.1
PDT000008097.1	0	13	PDS000000576.1
PDT000008825.1	0	1	PDS000000074.2
PDT000008722.1	0	12	PDS000000560.1
PDT000008715.1	2	10	PDS000000560.1
PDT000008814.1	0	13	PDS000000179.1
PDT000008739.1	0	0	PDS000000074.2
PDT000008631.1	0	4	PDS000000179.1
PDT000008749.1	0	0	PDS000000074.2
PDT000008652.1	0	8	PDS000000560.1
PDT000008088.1	2	7	PDS000000560.1
PDT000008828.2	2	2	PDS000000074.2
PDT000008720.1	2	10	PDS000000560.1
PDT000008830.2	22	18	PDS000000110.2
PDT000008787.1	0	7	PDS000000560.1
PDT000008653.1	1	12	PDS000000560.1
PDT000008666.2	0	8	PDS000000560.1
PDT000008731.1	7	10	PDS000000116.2
PDT000008742.1	0	0	PDS000000074.2
PDT000008821.1	0	6	PDS000000172.1
PDT000008106.1	0	0	PDS000000183.1
PDT000008713.1	0	12	PDS000000560.1
PDT000008679.1	0	7	PDS000000560.1
PDT000008730.1	4	11	PDS000000560.1
PDT000008748.1	0	0	PDS000000074.2
PDT000008881.1	1	8	PDS000000560.1
PDT000008656.1	1	13	PDS000000560.1
PDT000008843.1	0	4	PDS000000179.1
PDT000008888.1	0	0	PDS000000074.2
PDT000008876.1	0	6	PDS000000179.1
PDT000008955.1	0	1	PDS000000074.2
PDT000008952.1	0	7	PDS000000560.1
PDT000008916.1	0	15	PDS000000560.1
PDT000008839.2	1	11	PDS000000560.1
PDT000008842.1	0	4	PDS000000179.1
PDT000008893.1	0	0	PDS000000074.2
PDT000008919.1	0	15	PDS000000560.1
PDT000008858.2	1	10	PDS000000560.1
PDT000008116.1	1	7	PDS000000560.1
PDT000008883.1	1	1	PDS000000214.1
PDT000008956.1	0	1	PDS000000074.2
PDT000008851.1	0	12	PDS000000560.1
PDT000008732.1	0	6	PDS000000179.1
PDT000008759.1			
PDT000008622.1	25	18	PDS000000110.2
PDT000008718.1	2	9	PDS000000560.1
PDT000008706.1	0	8	PDS000000560.1
PDT000008898.1	0	0	PDS000000074.2
PDT000008329.1			
PDT000008325.1	4	14	PDS000000116.2
PDT000008299.1	2	6	PDS000000172.1
PDT000008327.1	0	5	PDS000000116.2
PDT000008306.1	2	12	PDS000000116.2
PDT000008278.1	5	10	PDS000000116.2
PDT000008316.2	5	9	PDS000000116.2
PDT000008319.1	4	10	PDS000000116.2
PDT000008338.1	7	11	PDS000000116.2
PDT000008281.1	1	10	PDS000000116.2
PDT000008311.1	2	5	PDS000000116.2
PDT000008344.1	1		PDS000000185.1
PDT000008261.1	0	11	PDS000000116.2
PDT000008255.1	2	6	PDS000000116.2
PDT000008268.1	2	11	PDS000000116.2
PDT000008341.1	0	11	PDS000000116.2
PDT000008342.1	0	11	PDS000000116.2
PDT000008347.1	0	7	PDS000000116.2
PDT000008287.1	24	15	PDS000000076.2
PDT000008277.1	2	13	PDS000000576.1
PDT000008280.1	4	17	PDS000000183.1
PDT000008283.1			
PDT000008314.1	1	4	PDS000000116.2
PDT000008286.1	1	11	PDS000000116.2
PDT000008269.1		26	PDS000000178.1
PDT000008315.1	0	6	PDS000000116.2
PDT000008303.1	8	10	PDS000000176.1
PDT000008284.1	5	13	PDS000000116.2
PDT000008259.1		34	PDS000000175.1
PDT000008264.1	2	7	PDS000000116.2
PDT000008346.1	0	7	PDS000000116.2
PDT000008267.1	0	6	PDS000000116.2
PDT000008614.1	0	5	PDS000000116.2
PDT000008289.1	0	15	PDS000000169.1
PDT000008345.1	22		PDS000000185.1
PDT000008339.1	4	7	PDS000000116.2
PDT000008343.1	1		PDS000000185.1
PDT000008265.1	2	6	PDS000000116.2
PDT000008312.1	1	4	PDS000000116.2
PDT000008320.1	5	8	PDS000000116.2
PDT000008321.1	8	11	PDS000000116.2
PDT000008285.1	5	11	PDS000000116.2
PDT000008266.1	6	14	PDS000000116.2
PDT000008260.1	0	11	PDS000000116.2
PDT000008256.1	3	7	PDS000000116.2
PDT000008254.2	4	8	PDS000000116.2
PDT000008262.1	5	9	PDS000000116.2
PDT000008317.1	0	6	PDS000000116.2
PDT000008263.1	12	14	PDS000000183.1
PDT000008282.1	3	11	PDS000000116.2
PDT000008618.2	5	10	PDS000000116.2
PDT000008617.1	8	18	PDS000000116.2
PDT000008619.1	6	14	PDS000000116.2
PDT000008308.1	2	13	PDS000000116.2
PDT000008310.1	0	3	PDS000000116.2
PDT000008307.1	1	11	PDS000000116.2
PDT000008360.1	0	12	PDS000000116.2
PDT000008620.1	0	3	PDS000000116.2
PDT000009017.1	0	12	PDS000000116.2
PDT000009016.1	6	15	PDS000000172.1
PDT000008024.1	9	18	PDS000000172.1
PDT000008012.1	3	9	PDS000000172.1
PDT000008031.1			
PDT000008029.1	5	15	PDS000000116.2
PDT000008033.1	12	15	PDS000000116.2
PDT000008032.1	8	13	PDS000000116.2
PDT000008305.1	14		PDS000000184.1
PDT000008030.1	13		PDS000000174.1
PDT000008027.1	7	11	PDS000000116.2
PDT000008028.1	8	10	PDS000000116.2
PDT000008025.1			
PDT000008026.1	4	16	PDS000000116.2
PDT000008018.1	0	11	PDS000000116.2
PDT000008020.1	10	18	PDS000000116.2
PDT000008021.1	11	15	PDS000000527.1
PDT000008015.1	14	17	PDS000000116.2
PDT000008019.1	3	15	PDS000000576.1
PDT000008016.1			
PDT000008014.1	6	11	PDS000000116.2
PDT000008002.1	4	14	PDS000000116.2
PDT000007998.1	3	13	PDS000000116.2
PDT000007999.1	4	0	PDS000000172.1
PDT000007995.1	11	22	PDS000000527.1
PDT000007996.1	4	7	PDS000000116.2
PDT000008309.1	1	5	PDS000000116.2
PDT000007994.1	3	10	PDS000000116.2
PDT000007993.1	8	11	PDS000000116.2
PDT000008000.1	3		PDS000000171.1
PDT000008001.1	0	0	PDS000000074.2
PDT000007997.1	23	30	PDS000000169.1
PDT000008013.1	4	7	PDS000000116.2
PDT000008007.2	13		PDS000000174.1
PDT000008008.1	26		PDS000000186.1
PDT000008009.1	5	7	PDS000000179.1
PDT000008304.1	6	7	PDS000000183.1
PDT000008011.1	4	8	PDS000000172.1
PDT000008005.1			
PDT000008006.1	10	9	PDS000000169.1
PDT000008004.1	5	13	PDS000000116.2
PDT000008615.1	2		PDS000000173.1
PDT000008616.1	2		PDS000000173.1
PDT000008318.1	6	9	PDS000000116.2
PDT000008313.2	10	13	PDS000000116.2
PDT000008613.1	0	5	PDS000000116.2
PDT000008332.1	1	4	PDS000000172.1
PDT000008354.1	1	15	PDS000000116.2
PDT000008334.2	3		PDS000000171.1
PDT000008357.1	5	14	PDS000000116.2
PDT000008331.1	19		PDS000000180.1
PDT000008355.1	11	14	PDS000000116.2
PDT000008337.1	2	6	PDS000000116.2
PDT000008326.1	2		PDS000000171.1
PDT000008356.1	1	4	PDS000000116.2
PDT000008324.1	0	6	PDS000000116.2
PDT000008323.1	4	12	PDS000000116.2
PDT000008352.1	8	11	PDS000000116.2
PDT000008290.1	0	15	PDS000000169.1
PDT000008274.1	4	10	PDS000000116.2
PDT000008297.1	3	6	PDS000000116.2
PDT000008328.1	1		PDS000000171.1
PDT000008301.1	1	14	PDS000000116.2
PDT000009018.1	3	8	PDS000000116.2
PDT000008296.1	9		PDS000000170.1
PDT000008291.1	23	23	PDS000000116.2
PDT000008275.1	2	13	PDS000000576.1
PDT000008276.1	3	6	PDS000000116.2
PDT000008293.1	2		PDS000000171.1
PDT000008298.1	7	17	PDS000000169.1
PDT000008288.1	8	12	PDS000000176.1
PDT000008279.2	1	5	PDS000000116.2
PDT000008294.1	10	13	PDS000000116.2
PDT000008295.1	2	8	PDS000000116.2
PDT000008249.1	4	12	PDS000000116.2
PDT000008250.2	4	7	PDS000000116.2
PDT000008251.1	5	10	PDS000000116.2
PDT000008271.1	7	12	PDS000000169.1
PDT000008258.1	2	5	PDS000000116.2
PDT000008257.1	1	4	PDS000000116.2
PDT000008252.1	5	11	PDS000000116.2
PDT000008248.1	10		PDS000000184.1
PDT000008272.1	2	6	PDS000000116.2
PDT000008348.1	10	13	PDS000000169.1
PDT000008330.1	9	9	PDS000000169.1
PDT000008358.1	2	5	PDS000000116.2
PDT000008351.1	2	14	PDS000000576.1
PDT000008353.1	2		PDS000000171.1
PDT000008349.1	4	12	PDS000000116.2
PDT000008350.2	2	8	PDS000000116.2
PDT000008340.1	6	10	PDS000000116.2
PDT000008335.2	0	5	PDS000000116.2
PDT000008336.1	1	12	PDS000000116.2
PDT000008302.2	17		PDS000000170.1
PDT000008300.1	5	14	PDS000000116.2
PDT000008322.1	0	13	PDS000000576.1
PDT000004666.1			
PDT000004667.1			
PDT000004668.1			
PDT000004669.1			
PDT000004671.1			
PDT000004672.1	5		PDS000000165.1
PDT000004905.1	2		PDS000000167.1
PDT000004906.1	6		PDS000000167.1
PDT000004907.1	0		PDS000000168.1
PDT000004908.1	5		PDS000000167.1
PDT000004909.1	4		PDS000000164.1
PDT000004910.1	1		PDS000000165.1
PDT000004911.2	0		PDS000000165.1
PDT000004912.1	0		PDS000000165.1
PDT000004915.1	4		PDS000000167.1
PDT000004916.1	4		PDS000000167.1
PDT000004918.1	2		PDS000000167.1
PDT000004919.1			
PDT000004920.1	28		PDS000000165.1
PDT000004921.1	4		PDS000000164.1
PDT000004922.1	0		PDS000000168.1
PDT000004924.1	5		PDS000000167.1
PDT000004925.1	7		PDS000000165.1
PDT000004926.1	0		PDS000000167.1
PDT000004927.1	9		PDS000000164.1
PDT000004928.1			
PDT000004929.1	7		PDS000000165.1
PDT000004930.1	0		PDS000000167.1
PDT000004931.1	5		PDS000000165.1
PDT000004932.1	1		PDS000000165.1
PDT000004933.1	7		PDS000000165.1
PDT000004934.1			
PDT000004936.1	0		PDS000000163.1
PDT000004937.1			
PDT000004938.1	0		PDS000000163.1
PDT000004940.1	7		PDS000000163.1
PDT000022962.2			
PDT000023563.1	22	10	PDS000000391.1
PDT000023564.1	10	12	PDS000000391.1
PDT000023566.2	16	24	PDS000000384.1
PDT000023567.1	28	20	PDS000000384.1
PDT000023578.1			
PDT000023580.1	42	23	PDS000000372.1
PDT000023581.1		1	PDS000000607.1
PDT000023582.1	42	12	PDS000000372.1
PDT000023584.1	19	15	PDS000000386.1
PDT000023586.1	29	27	PDS000000573.1
PDT000023565.1			
PDT000023568.1			
PDT000023569.1	10	16	PDS000000391.1
PDT000023570.1			
PDT000023572.1			
