target_name,target_acc,amrfinder_results,nucleotide_fasta,protein_fasta,gff,contig_report
SAMEA2162347,PDT000010273.1,SAMEA2162347.amrfinder-plus,SAMEA2162347.dna.fa,SAMEA2162347.prot.fa,SAMEA2162347.gff,SAMEA2162347-rid114263.assembly.contig_report.txt
SAMEA2162454,PDT000009755.1,SAMEA2162454.amrfinder-plus,SAMEA2162454.dna.fa,SAMEA2162454.prot.fa,SAMEA2162454.gff,SAMEA2162454-rid112373.assembly.contig_report.txt
SAMEA2162491,PDT000009337.1,SAMEA2162491.amrfinder-plus,SAMEA2162491.dna.fa,SAMEA2162491.prot.fa,SAMEA2162491.gff,SAMEA2162491-rid110663.assembly.contig_report.txt
SAMEA2162504,PDT000009351.1,SAMEA2162504.amrfinder-plus,SAMEA2162504.dna.fa,SAMEA2162504.prot.fa,SAMEA2162504.gff,SAMEA2162504-rid110713.assembly.contig_report.txt
SAMEA2162516,PDT000009970.1,SAMEA2162516.amrfinder-plus,SAMEA2162516.dna.fa,SAMEA2162516.prot.fa,SAMEA2162516.gff,SAMEA2162516-rid113193.assembly.contig_report.txt
SAMEA2162533,PDT000010257.1,SAMEA2162533.amrfinder-plus,SAMEA2162533.dna.fa,SAMEA2162533.prot.fa,SAMEA2162533.gff,SAMEA2162533-rid114213.assembly.contig_report.txt
SAMEA2162594,PDT000009899.1,SAMEA2162594.amrfinder-plus,SAMEA2162594.dna.fa,SAMEA2162594.prot.fa,SAMEA2162594.gff,SAMEA2162594-rid112873.assembly.contig_report.txt
SAMEA2162611,PDT000009941.1,SAMEA2162611.amrfinder-plus,SAMEA2162611.dna.fa,SAMEA2162611.prot.fa,SAMEA2162611.gff,SAMEA2162611-rid113093.assembly.contig_report.txt
SAMEA2162663,PDT000009736.1,SAMEA2162663.amrfinder-plus,SAMEA2162663.dna.fa,SAMEA2162663.prot.fa,SAMEA2162663.gff,SAMEA2162663-rid112273.assembly.contig_report.txt
SAMEA2162831,PDT000009249.1,SAMEA2162831.amrfinder-plus,SAMEA2162831.dna.fa,SAMEA2162831.prot.fa,SAMEA2162831.gff,SAMEA2162831-rid110313.assembly.contig_report.txt
SAMEA2162937,PDT000009838.1,SAMEA2162937.amrfinder-plus,SAMEA2162937.dna.fa,SAMEA2162937.prot.fa,SAMEA2162937.gff,SAMEA2162937-rid112663.assembly.contig_report.txt
SAMEA2163076,PDT000009688.1,SAMEA2163076.amrfinder-plus,SAMEA2163076.dna.fa,SAMEA2163076.prot.fa,SAMEA2163076.gff,SAMEA2163076-rid111993.assembly.contig_report.txt
SAMEA2163192,PDT000009884.1,SAMEA2163192.amrfinder-plus,SAMEA2163192.dna.fa,SAMEA2163192.prot.fa,SAMEA2163192.gff,SAMEA2163192-rid112813.assembly.contig_report.txt
SAMEA2163213,PDT000009390.1,SAMEA2163213.amrfinder-plus,SAMEA2163213.dna.fa,SAMEA2163213.prot.fa,SAMEA2163213.gff,SAMEA2163213-rid110863.assembly.contig_report.txt
SAMEA2163279,PDT000010026.1,SAMEA2163279.amrfinder-plus,SAMEA2163279.dna.fa,SAMEA2163279.prot.fa,SAMEA2163279.gff,SAMEA2163279-rid113373.assembly.contig_report.txt
SAMEA2163309,PDT000010075.1,SAMEA2163309.amrfinder-plus,SAMEA2163309.dna.fa,SAMEA2163309.prot.fa,SAMEA2163309.gff,SAMEA2163309-rid113583.assembly.contig_report.txt
SAMEA2163327,PDT000009330.1,SAMEA2163327.amrfinder-plus,SAMEA2163327.dna.fa,SAMEA2163327.prot.fa,SAMEA2163327.gff,SAMEA2163327-rid110623.assembly.contig_report.txt
SAMEA2163385,PDT000009444.1,SAMEA2163385.amrfinder-plus,SAMEA2163385.dna.fa,SAMEA2163385.prot.fa,SAMEA2163385.gff,SAMEA2163385-rid111123.assembly.contig_report.txt
SAMEA2163400,PDT000009502.1,SAMEA2163400.amrfinder-plus,SAMEA2163400.dna.fa,SAMEA2163400.prot.fa,SAMEA2163400.gff,SAMEA2163400-rid111323.assembly.contig_report.txt
SAMEA2163502,PDT000009197.1,SAMEA2163502.amrfinder-plus,SAMEA2163502.dna.fa,SAMEA2163502.prot.fa,SAMEA2163502.gff,SAMEA2163502-rid110083.assembly.contig_report.txt
SAMEA2163538,PDT000009582.1,SAMEA2163538.amrfinder-plus,SAMEA2163538.dna.fa,SAMEA2163538.prot.fa,SAMEA2163538.gff,SAMEA2163538-rid111643.assembly.contig_report.txt
SAMEA2163560,PDT000009959.1,SAMEA2163560.amrfinder-plus,SAMEA2163560.dna.fa,SAMEA2163560.prot.fa,SAMEA2163560.gff,SAMEA2163560-rid113143.assembly.contig_report.txt
SAMEA2163569,PDT000009724.1,SAMEA2163569.amrfinder-plus,SAMEA2163569.dna.fa,SAMEA2163569.prot.fa,SAMEA2163569.gff,SAMEA2163569-rid112203.assembly.contig_report.txt
SAMEA2163611,PDT000009778.1,SAMEA2163611.amrfinder-plus,SAMEA2163611.dna.fa,SAMEA2163611.prot.fa,SAMEA2163611.gff,SAMEA2163611-rid112483.assembly.contig_report.txt
SAMEA2163627,PDT000009681.1,SAMEA2163627.amrfinder-plus,SAMEA2163627.dna.fa,SAMEA2163627.prot.fa,SAMEA2163627.gff,SAMEA2163627-rid111963.assembly.contig_report.txt
SAMEA2170852,PDT000010263.1,SAMEA2170852.amrfinder-plus,SAMEA2170852.dna.fa,SAMEA2170852.prot.fa,SAMEA2170852.gff,SAMEA2170852-rid114223.assembly.contig_report.txt
SAMEA2170854,PDT000010265.1,SAMEA2170854.amrfinder-plus,SAMEA2170854.dna.fa,SAMEA2170854.prot.fa,SAMEA2170854.gff,SAMEA2170854-rid114233.assembly.contig_report.txt
SAMEA2170855,PDT000010266.1,SAMEA2170855.amrfinder-plus,SAMEA2170855.dna.fa,SAMEA2170855.prot.fa,SAMEA2170855.gff,SAMEA2170855-rid114243.assembly.contig_report.txt
SAMEA2170857,PDT000010268.1,SAMEA2170857.amrfinder-plus,SAMEA2170857.dna.fa,SAMEA2170857.prot.fa,SAMEA2170857.gff,SAMEA2170857-rid114253.assembly.contig_report.txt
SAMEA2170860,PDT000010297.1,SAMEA2170860.amrfinder-plus,SAMEA2170860.dna.fa,SAMEA2170860.prot.fa,SAMEA2170860.gff,SAMEA2170860-rid114363.assembly.contig_report.txt
SAMEA2170862,PDT000010299.1,SAMEA2170862.amrfinder-plus,SAMEA2170862.dna.fa,SAMEA2170862.prot.fa,SAMEA2170862.gff,SAMEA2170862-rid114373.assembly.contig_report.txt
SAMEA2242710,PDT000010303.1,SAMEA2242710.amrfinder-plus,SAMEA2242710.dna.fa,SAMEA2242710.prot.fa,SAMEA2242710.gff,SAMEA2242710-rid114383.assembly.contig_report.txt
SAMEA2242711,PDT000010304.1,SAMEA2242711.amrfinder-plus,SAMEA2242711.dna.fa,SAMEA2242711.prot.fa,SAMEA2242711.gff,SAMEA2242711-rid114393.assembly.contig_report.txt
SAMEA2242712,PDT000010305.1,SAMEA2242712.amrfinder-plus,SAMEA2242712.dna.fa,SAMEA2242712.prot.fa,SAMEA2242712.gff,SAMEA2242712-rid114403.assembly.contig_report.txt
SAMEA2242715,PDT000010308.1,SAMEA2242715.amrfinder-plus,SAMEA2242715.dna.fa,SAMEA2242715.prot.fa,SAMEA2242715.gff,SAMEA2242715-rid114413.assembly.contig_report.txt
SAMEA2242717,PDT000010310.1,SAMEA2242717.amrfinder-plus,SAMEA2242717.dna.fa,SAMEA2242717.prot.fa,SAMEA2242717.gff,SAMEA2242717-rid114423.assembly.contig_report.txt
SAMEA2242720,PDT000010313.1,SAMEA2242720.amrfinder-plus,SAMEA2242720.dna.fa,SAMEA2242720.prot.fa,SAMEA2242720.gff,SAMEA2242720-rid114433.assembly.contig_report.txt
SAMEA2242721,PDT000010314.1,SAMEA2242721.amrfinder-plus,SAMEA2242721.dna.fa,SAMEA2242721.prot.fa,SAMEA2242721.gff,SAMEA2242721-rid114443.assembly.contig_report.txt
SAMEA2242725,PDT000010318.1,SAMEA2242725.amrfinder-plus,SAMEA2242725.dna.fa,SAMEA2242725.prot.fa,SAMEA2242725.gff,SAMEA2242725-rid114453.assembly.contig_report.txt
SAMEA2242726,PDT000010319.1,SAMEA2242726.amrfinder-plus,SAMEA2242726.dna.fa,SAMEA2242726.prot.fa,SAMEA2242726.gff,SAMEA2242726-rid114463.assembly.contig_report.txt
SAMEA2637409,PDT000010322.1,SAMEA2637409.amrfinder-plus,SAMEA2637409.dna.fa,SAMEA2637409.prot.fa,SAMEA2637409.gff,SAMEA2637409-rid114473.assembly.contig_report.txt
SAMEA2637565,PDT000010327.1,SAMEA2637565.amrfinder-plus,SAMEA2637565.dna.fa,SAMEA2637565.prot.fa,SAMEA2637565.gff,SAMEA2637565-rid114483.assembly.contig_report.txt
SAMEA2637592,PDT000010328.1,SAMEA2637592.amrfinder-plus,SAMEA2637592.dna.fa,SAMEA2637592.prot.fa,SAMEA2637592.gff,SAMEA2637592-rid114493.assembly.contig_report.txt
SAMEA2637638,PDT000010330.1,SAMEA2637638.amrfinder-plus,SAMEA2637638.dna.fa,SAMEA2637638.prot.fa,SAMEA2637638.gff,SAMEA2637638-rid114503.assembly.contig_report.txt
SAMEA2637657,PDT000010331.1,SAMEA2637657.amrfinder-plus,SAMEA2637657.dna.fa,SAMEA2637657.prot.fa,SAMEA2637657.gff,SAMEA2637657-rid114513.assembly.contig_report.txt
SAMEA2637769,PDT000010334.1,SAMEA2637769.amrfinder-plus,SAMEA2637769.dna.fa,SAMEA2637769.prot.fa,SAMEA2637769.gff,SAMEA2637769-rid114523.assembly.contig_report.txt
SAMEA2637794,PDT000010335.1,SAMEA2637794.amrfinder-plus,SAMEA2637794.dna.fa,SAMEA2637794.prot.fa,SAMEA2637794.gff,SAMEA2637794-rid114533.assembly.contig_report.txt
SAMEA2637914,PDT000010339.1,SAMEA2637914.amrfinder-plus,SAMEA2637914.dna.fa,SAMEA2637914.prot.fa,SAMEA2637914.gff,SAMEA2637914-rid114543.assembly.contig_report.txt
SAMEA2638033,PDT000010343.1,SAMEA2638033.amrfinder-plus,SAMEA2638033.dna.fa,SAMEA2638033.prot.fa,SAMEA2638033.gff,SAMEA2638033-rid114553.assembly.contig_report.txt
SAMEA2638058,PDT000010344.1,SAMEA2638058.amrfinder-plus,SAMEA2638058.dna.fa,SAMEA2638058.prot.fa,SAMEA2638058.gff,SAMEA2638058-rid114563.assembly.contig_report.txt
SAMEA2638079,PDT000010345.1,SAMEA2638079.amrfinder-plus,SAMEA2638079.dna.fa,SAMEA2638079.prot.fa,SAMEA2638079.gff,SAMEA2638079-rid114573.assembly.contig_report.txt
SAMEA2638106,PDT000010346.1,SAMEA2638106.amrfinder-plus,SAMEA2638106.dna.fa,SAMEA2638106.prot.fa,SAMEA2638106.gff,SAMEA2638106-rid114583.assembly.contig_report.txt
SAMEA2638167,PDT000010348.1,SAMEA2638167.amrfinder-plus,SAMEA2638167.dna.fa,SAMEA2638167.prot.fa,SAMEA2638167.gff,SAMEA2638167-rid114593.assembly.contig_report.txt
SAMEA2638236,PDT000010352.1,SAMEA2638236.amrfinder-plus,SAMEA2638236.dna.fa,SAMEA2638236.prot.fa,SAMEA2638236.gff,SAMEA2638236-rid114603.assembly.contig_report.txt
SAMEA2638250,PDT000010354.1,SAMEA2638250.amrfinder-plus,SAMEA2638250.dna.fa,SAMEA2638250.prot.fa,SAMEA2638250.gff,SAMEA2638250-rid114613.assembly.contig_report.txt
SAMEA2638265,PDT000010356.1,SAMEA2638265.amrfinder-plus,SAMEA2638265.dna.fa,SAMEA2638265.prot.fa,SAMEA2638265.gff,SAMEA2638265-rid114623.assembly.contig_report.txt
SAMEA2638283,PDT000010359.1,SAMEA2638283.amrfinder-plus,SAMEA2638283.dna.fa,SAMEA2638283.prot.fa,SAMEA2638283.gff,SAMEA2638283-rid114633.assembly.contig_report.txt
SAMEA2638288,PDT000010360.1,SAMEA2638288.amrfinder-plus,SAMEA2638288.dna.fa,SAMEA2638288.prot.fa,SAMEA2638288.gff,SAMEA2638288-rid114643.assembly.contig_report.txt
SAMEA2638295,PDT000010361.1,SAMEA2638295.amrfinder-plus,SAMEA2638295.dna.fa,SAMEA2638295.prot.fa,SAMEA2638295.gff,SAMEA2638295-rid114653.assembly.contig_report.txt
SAMEA2638303,PDT000010362.1,SAMEA2638303.amrfinder-plus,SAMEA2638303.dna.fa,SAMEA2638303.prot.fa,SAMEA2638303.gff,SAMEA2638303-rid114663.assembly.contig_report.txt
SAMEA2638328,PDT000010365.1,SAMEA2638328.amrfinder-plus,SAMEA2638328.dna.fa,SAMEA2638328.prot.fa,SAMEA2638328.gff,SAMEA2638328-rid114673.assembly.contig_report.txt
SAMEA2638336,PDT000010366.1,SAMEA2638336.amrfinder-plus,SAMEA2638336.dna.fa,SAMEA2638336.prot.fa,SAMEA2638336.gff,SAMEA2638336-rid114683.assembly.contig_report.txt
SAMEA2638374,PDT000010369.1,SAMEA2638374.amrfinder-plus,SAMEA2638374.dna.fa,SAMEA2638374.prot.fa,SAMEA2638374.gff,SAMEA2638374-rid114693.assembly.contig_report.txt
SAMEA2646061,PDT000010371.1,SAMEA2646061.amrfinder-plus,SAMEA2646061.dna.fa,SAMEA2646061.prot.fa,SAMEA2646061.gff,SAMEA2646061-rid114703.assembly.contig_report.txt
SAMEA2785705,PDT000010375.1,SAMEA2785705.amrfinder-plus,SAMEA2785705.dna.fa,SAMEA2785705.prot.fa,SAMEA2785705.gff,SAMEA2785705-rid114713.assembly.contig_report.txt
SAMEA2785707,PDT000010377.1,SAMEA2785707.amrfinder-plus,SAMEA2785707.dna.fa,SAMEA2785707.prot.fa,SAMEA2785707.gff,SAMEA2785707-rid114723.assembly.contig_report.txt
SAMEA3108554,PDT000010848.1,SAMEA3108554.amrfinder-plus,SAMEA3108554.dna.fa,SAMEA3108554.prot.fa,SAMEA3108554.gff,SAMEA3108554-rid115503.assembly.contig_report.txt
SAMEA3108610,PDT000010904.1,SAMEA3108610.amrfinder-plus,SAMEA3108610.dna.fa,SAMEA3108610.prot.fa,SAMEA3108610.gff,SAMEA3108610-rid115513.assembly.contig_report.txt
SAMEA3180243,PDT000010393.1,SAMEA3180243.amrfinder-plus,SAMEA3180243.dna.fa,SAMEA3180243.prot.fa,SAMEA3180243.gff,SAMEA3180243-rid114733.assembly.contig_report.txt
SAMEA3180245,PDT000010395.1,SAMEA3180245.amrfinder-plus,SAMEA3180245.dna.fa,SAMEA3180245.prot.fa,SAMEA3180245.gff,SAMEA3180245-rid114743.assembly.contig_report.txt
SAMEA3180247,PDT000010397.1,SAMEA3180247.amrfinder-plus,SAMEA3180247.dna.fa,SAMEA3180247.prot.fa,SAMEA3180247.gff,SAMEA3180247-rid114753.assembly.contig_report.txt
SAMEA3180256,PDT000010406.1,SAMEA3180256.amrfinder-plus,SAMEA3180256.dna.fa,SAMEA3180256.prot.fa,SAMEA3180256.gff,SAMEA3180256-rid114763.assembly.contig_report.txt
SAMEA3180270,PDT000010420.1,SAMEA3180270.amrfinder-plus,SAMEA3180270.dna.fa,SAMEA3180270.prot.fa,SAMEA3180270.gff,SAMEA3180270-rid114773.assembly.contig_report.txt
SAMEA3180284,PDT000010427.1,SAMEA3180284.amrfinder-plus,SAMEA3180284.dna.fa,SAMEA3180284.prot.fa,SAMEA3180284.gff,SAMEA3180284-rid114783.assembly.contig_report.txt
SAMEA3180307,PDT000010445.1,SAMEA3180307.amrfinder-plus,SAMEA3180307.dna.fa,SAMEA3180307.prot.fa,SAMEA3180307.gff,SAMEA3180307-rid114793.assembly.contig_report.txt
SAMEA3180309,PDT000010447.1,SAMEA3180309.amrfinder-plus,SAMEA3180309.dna.fa,SAMEA3180309.prot.fa,SAMEA3180309.gff,SAMEA3180309-rid114803.assembly.contig_report.txt
SAMEA3180313,PDT000010451.1,SAMEA3180313.amrfinder-plus,SAMEA3180313.dna.fa,SAMEA3180313.prot.fa,SAMEA3180313.gff,SAMEA3180313-rid114813.assembly.contig_report.txt
SAMEA3180316,PDT000010454.1,SAMEA3180316.amrfinder-plus,SAMEA3180316.dna.fa,SAMEA3180316.prot.fa,SAMEA3180316.gff,SAMEA3180316-rid114823.assembly.contig_report.txt
SAMEA3180318,PDT000010456.1,SAMEA3180318.amrfinder-plus,SAMEA3180318.dna.fa,SAMEA3180318.prot.fa,SAMEA3180318.gff,SAMEA3180318-rid114833.assembly.contig_report.txt
SAMEA3180321,PDT000010459.1,SAMEA3180321.amrfinder-plus,SAMEA3180321.dna.fa,SAMEA3180321.prot.fa,SAMEA3180321.gff,SAMEA3180321-rid114843.assembly.contig_report.txt
SAMEA3180324,PDT000010462.1,SAMEA3180324.amrfinder-plus,SAMEA3180324.dna.fa,SAMEA3180324.prot.fa,SAMEA3180324.gff,SAMEA3180324-rid114853.assembly.contig_report.txt
SAMEA3180333,PDT000010471.1,SAMEA3180333.amrfinder-plus,SAMEA3180333.dna.fa,SAMEA3180333.prot.fa,SAMEA3180333.gff,SAMEA3180333-rid114863.assembly.contig_report.txt
SAMEA3180340,PDT000010478.1,SAMEA3180340.amrfinder-plus,SAMEA3180340.dna.fa,SAMEA3180340.prot.fa,SAMEA3180340.gff,SAMEA3180340-rid114873.assembly.contig_report.txt
SAMEA3180341,PDT000010479.1,SAMEA3180341.amrfinder-plus,SAMEA3180341.dna.fa,SAMEA3180341.prot.fa,SAMEA3180341.gff,SAMEA3180341-rid114883.assembly.contig_report.txt
SAMEA3180354,PDT000010492.1,SAMEA3180354.amrfinder-plus,SAMEA3180354.dna.fa,SAMEA3180354.prot.fa,SAMEA3180354.gff,SAMEA3180354-rid114893.assembly.contig_report.txt
SAMEA3180358,PDT000010496.1,SAMEA3180358.amrfinder-plus,SAMEA3180358.dna.fa,SAMEA3180358.prot.fa,SAMEA3180358.gff,SAMEA3180358-rid114903.assembly.contig_report.txt
SAMEA3180360,PDT000010498.1,SAMEA3180360.amrfinder-plus,SAMEA3180360.dna.fa,SAMEA3180360.prot.fa,SAMEA3180360.gff,SAMEA3180360-rid114913.assembly.contig_report.txt
SAMEA3180375,PDT000010513.1,SAMEA3180375.amrfinder-plus,SAMEA3180375.dna.fa,SAMEA3180375.prot.fa,SAMEA3180375.gff,SAMEA3180375-rid114923.assembly.contig_report.txt
SAMEA3180386,PDT000010520.1,SAMEA3180386.amrfinder-plus,SAMEA3180386.dna.fa,SAMEA3180386.prot.fa,SAMEA3180386.gff,SAMEA3180386-rid114933.assembly.contig_report.txt
SAMEA3180387,PDT000010521.1,SAMEA3180387.amrfinder-plus,SAMEA3180387.dna.fa,SAMEA3180387.prot.fa,SAMEA3180387.gff,SAMEA3180387-rid114943.assembly.contig_report.txt
SAMEA3180420,PDT000010531.1,SAMEA3180420.amrfinder-plus,SAMEA3180420.dna.fa,SAMEA3180420.prot.fa,SAMEA3180420.gff,SAMEA3180420-rid114953.assembly.contig_report.txt
SAMEA3180424,PDT000010535.1,SAMEA3180424.amrfinder-plus,SAMEA3180424.dna.fa,SAMEA3180424.prot.fa,SAMEA3180424.gff,SAMEA3180424-rid114963.assembly.contig_report.txt
SAMEA3180431,PDT000010542.1,SAMEA3180431.amrfinder-plus,SAMEA3180431.dna.fa,SAMEA3180431.prot.fa,SAMEA3180431.gff,SAMEA3180431-rid114973.assembly.contig_report.txt
SAMEA3180433,PDT000010544.1,SAMEA3180433.amrfinder-plus,SAMEA3180433.dna.fa,SAMEA3180433.prot.fa,SAMEA3180433.gff,SAMEA3180433-rid114983.assembly.contig_report.txt
SAMEA3180442,PDT000010553.1,SAMEA3180442.amrfinder-plus,SAMEA3180442.dna.fa,SAMEA3180442.prot.fa,SAMEA3180442.gff,SAMEA3180442-rid114993.assembly.contig_report.txt
SAMEA3180450,PDT000010561.1,SAMEA3180450.amrfinder-plus,SAMEA3180450.dna.fa,SAMEA3180450.prot.fa,SAMEA3180450.gff,SAMEA3180450-rid115003.assembly.contig_report.txt
SAMEA3180835,PDT000010587.1,SAMEA3180835.amrfinder-plus,SAMEA3180835.dna.fa,SAMEA3180835.prot.fa,SAMEA3180835.gff,SAMEA3180835-rid115013.assembly.contig_report.txt
SAMEA3182020,PDT000010598.1,SAMEA3182020.amrfinder-plus,SAMEA3182020.dna.fa,SAMEA3182020.prot.fa,SAMEA3182020.gff,SAMEA3182020-rid115023.assembly.contig_report.txt
SAMEA3182021,PDT000010599.1,SAMEA3182021.amrfinder-plus,SAMEA3182021.dna.fa,SAMEA3182021.prot.fa,SAMEA3182021.gff,SAMEA3182021-rid115033.assembly.contig_report.txt
SAMEA3182025,PDT000010603.1,SAMEA3182025.amrfinder-plus,SAMEA3182025.dna.fa,SAMEA3182025.prot.fa,SAMEA3182025.gff,SAMEA3182025-rid115043.assembly.contig_report.txt
SAMEA3182034,PDT000010612.1,SAMEA3182034.amrfinder-plus,SAMEA3182034.dna.fa,SAMEA3182034.prot.fa,SAMEA3182034.gff,SAMEA3182034-rid115053.assembly.contig_report.txt
SAMEA3182037,PDT000010615.1,SAMEA3182037.amrfinder-plus,SAMEA3182037.dna.fa,SAMEA3182037.prot.fa,SAMEA3182037.gff,SAMEA3182037-rid115063.assembly.contig_report.txt
SAMEA3268862,PDT000010673.1,SAMEA3268862.amrfinder-plus,SAMEA3268862.dna.fa,SAMEA3268862.prot.fa,SAMEA3268862.gff,SAMEA3268862-rid115073.assembly.contig_report.txt
SAMEA3268866,PDT000010677.1,SAMEA3268866.amrfinder-plus,SAMEA3268866.dna.fa,SAMEA3268866.prot.fa,SAMEA3268866.gff,SAMEA3268866-rid115083.assembly.contig_report.txt
SAMEA3268867,PDT000010678.1,SAMEA3268867.amrfinder-plus,SAMEA3268867.dna.fa,SAMEA3268867.prot.fa,SAMEA3268867.gff,SAMEA3268867-rid115093.assembly.contig_report.txt
SAMEA3268872,PDT000010683.1,SAMEA3268872.amrfinder-plus,SAMEA3268872.dna.fa,SAMEA3268872.prot.fa,SAMEA3268872.gff,SAMEA3268872-rid115103.assembly.contig_report.txt
SAMEA3268873,PDT000010684.1,SAMEA3268873.amrfinder-plus,SAMEA3268873.dna.fa,SAMEA3268873.prot.fa,SAMEA3268873.gff,SAMEA3268873-rid115113.assembly.contig_report.txt
SAMEA3268874,PDT000010685.1,SAMEA3268874.amrfinder-plus,SAMEA3268874.dna.fa,SAMEA3268874.prot.fa,SAMEA3268874.gff,SAMEA3268874-rid115123.assembly.contig_report.txt
SAMEA3268876,PDT000010687.1,SAMEA3268876.amrfinder-plus,SAMEA3268876.dna.fa,SAMEA3268876.prot.fa,SAMEA3268876.gff,SAMEA3268876-rid115133.assembly.contig_report.txt
SAMEA3268878,PDT000010689.1,SAMEA3268878.amrfinder-plus,SAMEA3268878.dna.fa,SAMEA3268878.prot.fa,SAMEA3268878.gff,SAMEA3268878-rid115143.assembly.contig_report.txt
SAMEA3268881,PDT000010692.1,SAMEA3268881.amrfinder-plus,SAMEA3268881.dna.fa,SAMEA3268881.prot.fa,SAMEA3268881.gff,SAMEA3268881-rid115153.assembly.contig_report.txt
SAMEA3268882,PDT000010693.1,SAMEA3268882.amrfinder-plus,SAMEA3268882.dna.fa,SAMEA3268882.prot.fa,SAMEA3268882.gff,SAMEA3268882-rid115163.assembly.contig_report.txt
SAMEA3268885,PDT000010696.1,SAMEA3268885.amrfinder-plus,SAMEA3268885.dna.fa,SAMEA3268885.prot.fa,SAMEA3268885.gff,SAMEA3268885-rid115173.assembly.contig_report.txt
SAMEA3268887,PDT000010698.1,SAMEA3268887.amrfinder-plus,SAMEA3268887.dna.fa,SAMEA3268887.prot.fa,SAMEA3268887.gff,SAMEA3268887-rid115183.assembly.contig_report.txt
SAMEA3268889,PDT000010700.1,SAMEA3268889.amrfinder-plus,SAMEA3268889.dna.fa,SAMEA3268889.prot.fa,SAMEA3268889.gff,SAMEA3268889-rid115193.assembly.contig_report.txt
SAMEA3268896,PDT000010707.1,SAMEA3268896.amrfinder-plus,SAMEA3268896.dna.fa,SAMEA3268896.prot.fa,SAMEA3268896.gff,SAMEA3268896-rid115203.assembly.contig_report.txt
SAMEA3268898,PDT000010709.1,SAMEA3268898.amrfinder-plus,SAMEA3268898.dna.fa,SAMEA3268898.prot.fa,SAMEA3268898.gff,SAMEA3268898-rid115213.assembly.contig_report.txt
SAMEA3268899,PDT000010710.1,SAMEA3268899.amrfinder-plus,SAMEA3268899.dna.fa,SAMEA3268899.prot.fa,SAMEA3268899.gff,SAMEA3268899-rid115223.assembly.contig_report.txt
SAMEA3268902,PDT000010713.1,SAMEA3268902.amrfinder-plus,SAMEA3268902.dna.fa,SAMEA3268902.prot.fa,SAMEA3268902.gff,SAMEA3268902-rid115233.assembly.contig_report.txt
SAMEA3268908,PDT000010719.1,SAMEA3268908.amrfinder-plus,SAMEA3268908.dna.fa,SAMEA3268908.prot.fa,SAMEA3268908.gff,SAMEA3268908-rid115243.assembly.contig_report.txt
SAMEA3268909,PDT000010720.1,SAMEA3268909.amrfinder-plus,SAMEA3268909.dna.fa,SAMEA3268909.prot.fa,SAMEA3268909.gff,SAMEA3268909-rid115253.assembly.contig_report.txt
SAMEA3268912,PDT000010723.1,SAMEA3268912.amrfinder-plus,SAMEA3268912.dna.fa,SAMEA3268912.prot.fa,SAMEA3268912.gff,SAMEA3268912-rid115263.assembly.contig_report.txt
SAMEA3268914,PDT000010725.1,SAMEA3268914.amrfinder-plus,SAMEA3268914.dna.fa,SAMEA3268914.prot.fa,SAMEA3268914.gff,SAMEA3268914-rid115273.assembly.contig_report.txt
SAMEA3268916,PDT000010727.1,SAMEA3268916.amrfinder-plus,SAMEA3268916.dna.fa,SAMEA3268916.prot.fa,SAMEA3268916.gff,SAMEA3268916-rid115283.assembly.contig_report.txt
SAMEA3268923,PDT000010734.1,SAMEA3268923.amrfinder-plus,SAMEA3268923.dna.fa,SAMEA3268923.prot.fa,SAMEA3268923.gff,SAMEA3268923-rid115293.assembly.contig_report.txt
SAMEA3268925,PDT000010736.1,SAMEA3268925.amrfinder-plus,SAMEA3268925.dna.fa,SAMEA3268925.prot.fa,SAMEA3268925.gff,SAMEA3268925-rid115303.assembly.contig_report.txt
SAMEA3268929,PDT000010740.1,SAMEA3268929.amrfinder-plus,SAMEA3268929.dna.fa,SAMEA3268929.prot.fa,SAMEA3268929.gff,SAMEA3268929-rid115313.assembly.contig_report.txt
SAMEA3268930,PDT000010741.1,SAMEA3268930.amrfinder-plus,SAMEA3268930.dna.fa,SAMEA3268930.prot.fa,SAMEA3268930.gff,SAMEA3268930-rid115323.assembly.contig_report.txt
SAMEA3268931,PDT000010742.1,SAMEA3268931.amrfinder-plus,SAMEA3268931.dna.fa,SAMEA3268931.prot.fa,SAMEA3268931.gff,SAMEA3268931-rid115333.assembly.contig_report.txt
SAMEA3268937,PDT000010748.1,SAMEA3268937.amrfinder-plus,SAMEA3268937.dna.fa,SAMEA3268937.prot.fa,SAMEA3268937.gff,SAMEA3268937-rid115353.assembly.contig_report.txt
SAMEA3268938,PDT000010749.1,SAMEA3268938.amrfinder-plus,SAMEA3268938.dna.fa,SAMEA3268938.prot.fa,SAMEA3268938.gff,SAMEA3268938-rid115363.assembly.contig_report.txt
SAMEA3268942,PDT000010753.1,SAMEA3268942.amrfinder-plus,SAMEA3268942.dna.fa,SAMEA3268942.prot.fa,SAMEA3268942.gff,SAMEA3268942-rid115373.assembly.contig_report.txt
SAMEA3268944,PDT000010755.1,SAMEA3268944.amrfinder-plus,SAMEA3268944.dna.fa,SAMEA3268944.prot.fa,SAMEA3268944.gff,SAMEA3268944-rid115383.assembly.contig_report.txt
SAMEA3268947,PDT000010758.1,SAMEA3268947.amrfinder-plus,SAMEA3268947.dna.fa,SAMEA3268947.prot.fa,SAMEA3268947.gff,SAMEA3268947-rid115393.assembly.contig_report.txt
