string_field_0,string_field_1,string_field_2,string_field_3
PDS000000411.1,PDT000005832.1,SAMEA4885359,
PDS000000411.1,PDT000005940.1,SAMEA4885244,
PDS000000411.1,PDT000006446.2,SAMEA4885383,
PDS000000411.1,PDT000006604.1,SAMEA4885386,
PDS000000411.1,PDT000010366.1,SAMEA2638336,
PDS000000411.1,PDT000010367.1,SAMEA2638345,
PDS000000411.1,PDT000010368.1,SAMEA2638356,
PDS000000411.1,PDT000010369.1,SAMEA2638374,
PDS000000411.1,PDT000010938.1,SAMEA3374671,
PDS000000411.1,PDT000010939.1,SAMEA3374672,
PDS000000411.1,PDT000010940.1,SAMEA3374673,
PDS000000411.1,PDT000010941.1,SAMEA3374674,
PDS000000411.1,PDT000010942.1,SAMEA3374675,
PDS000000411.1,PDT000010943.1,SAMEA3374676,
PDS000000411.1,PDT000010944.1,SAMEA3374677,
PDS000000411.1,PDT000010945.1,SAMEA3374678,
PDS000000170.1,PDT000000982.1,SAMEA4052457,
PDS000000170.1,PDT000008296.1,SAMEA5368768,
PDS000000170.1,PDT000008302.2,SAMEA5368799,
PDS000000170.1,PDT000008466.2,SAMEA5367805,
PDS000000170.1,PDT000008467.1,SAMEA5367809,
PDS000000170.1,PDT000008502.1,SAMEA5368225,
PDS000000170.1,PDT000008503.1,SAMEA5368221,
PDS000000170.1,PDT000008504.1,SAMEA5368208,
PDS000000170.1,PDT000008515.1,SAMEA5368490,
PDS000000170.1,PDT000008519.1,SAMEA5368268,
PDS000000170.1,PDT000008543.1,SAMEA5368248,
PDS000000170.1,PDT000008544.1,SAMEA5368245,
PDS000000170.1,PDT000008545.1,SAMEA5368238,
PDS000000170.1,PDT000008552.1,SAMEA5368486,
PDS000000170.1,PDT000008554.1,SAMEA5368483,
PDS000000170.1,PDT000008559.2,SAMEA5368279,
PDS000000170.1,PDT000008576.1,SAMEA5368272,
PDS000000170.1,PDT000008762.1,SAMEA5368529,
PDS000000088.2,PDT000003587.1,SAMEA4554009,
PDS000000088.2,PDT000003601.1,SAMEA4554023,
PDS000000088.2,PDT000003722.1,SAMEA4554144,
PDS000000088.2,PDT000003737.1,SAMEA4554159,
PDS000000088.2,PDT000003738.1,SAMEA4554160,
PDS000000088.2,PDT000003739.1,SAMEA4554161,
PDS000000088.2,PDT000003782.1,SAMEA4554204,
PDS000000088.2,PDT000005552.1,SAMEA4884996,
PDS000000088.2,PDT000005662.1,SAMEA4884916,
PDS000000088.2,PDT000005789.1,SAMEA4884963,
PDS000000088.2,PDT000005888.1,SAMEA4885009,
PDS000000088.2,PDT000005922.1,SAMEA4885013,
PDS000000088.2,PDT000006072.1,SAMEA4884776,
PDS000000088.2,PDT000006441.1,SAMEA4884905,
PDS000000088.2,PDT000006698.1,SAMEA4884976,
PDS000000088.2,PDT000009458.1,SAMEA2159998,
PDS000000586.1,PDT000019396.1,SAMN09401326,
PDS000000586.1,PDT000019402.1,SAMN09401159,
PDS000000586.1,PDT000019571.1,SAMN09401339,
PDS000000586.1,PDT000019609.1,SAMN09401386,
PDS000000586.1,PDT000019617.1,SAMN09401195,
PDS000000586.1,PDT000019737.2,SAMN09401411,
PDS000000586.1,PDT000019808.1,SAMN09401317,
PDS000000586.1,PDT000019860.1,SAMN09401367,
PDS000000586.1,PDT000019904.2,SAMN09401233,
PDS000000586.1,PDT000020045.1,SAMN09401422,
PDS000000586.1,PDT000020073.1,SAMN09401251,
PDS000000586.1,PDT000020205.1,SAMN09401132,
PDS000000586.1,PDT000020209.1,SAMN09401136,
PDS000000586.1,PDT000020226.1,SAMN09401128,
PDS000000586.1,PDT000020231.1,SAMN09401123,
PDS000000586.1,PDT000020234.1,SAMN09401120,
PDS000000586.1,PDT000020248.1,SAMN09401304,
PDS000000586.1,PDT000021627.1,SAMN10039044,
PDS000000288.1,PDT000021098.2,SAMN10039127,
PDS000000288.1,PDT000021103.2,SAMN10039122,
PDS000000288.1,PDT000021106.1,SAMN10039119,
PDS000000288.1,PDT000021107.1,SAMN10039118,
PDS000000288.1,PDT000021322.2,SAMN10039131,
PDS000000288.1,PDT000021324.1,SAMN10039129,
PDS000000288.1,PDT000021468.1,SAMN10039108,
PDS000000288.1,PDT000021470.1,SAMN10039110,
PDS000000288.1,PDT000021471.1,SAMN10039111,
PDS000000288.1,PDT000021472.1,SAMN10039112,
PDS000000288.1,PDT000021474.1,SAMN10039114,
PDS000000288.1,PDT000021475.2,SAMN10039115,
PDS000000288.1,PDT000021490.2,SAMN10039106,
PDS000000288.1,PDT000021491.1,SAMN10039103,
PDS000000288.1,PDT000021492.1,SAMN10039102,
PDS000000288.1,PDT000021494.1,SAMN10039104,
PDS000000288.1,PDT000021496.1,SAMN10039098,
PDS000000288.1,PDT000021497.1,SAMN10039101,
PDS000000024.2,PDT000005331.1,SAMEA4884684,
PDS000000024.2,PDT000005463.1,SAMEA4884677,
PDS000000024.2,PDT000005465.1,SAMEA4884717,
PDS000000024.2,PDT000005492.1,SAMEA4884714,
PDS000000024.2,PDT000005695.1,SAMEA4884679,
PDS000000024.2,PDT000005721.1,SAMEA4884702,
PDS000000024.2,PDT000005756.1,SAMEA4884674,
PDS000000024.2,PDT000005878.1,SAMEA4884680,
PDS000000024.2,PDT000005980.1,SAMEA4884682,
PDS000000024.2,PDT000006167.1,SAMEA4884688,
PDS000000024.2,PDT000006205.1,SAMEA4884678,
PDS000000024.2,PDT000006311.1,SAMEA4884689,
PDS000000024.2,PDT000006501.2,SAMEA4884681,
PDS000000024.2,PDT000006597.1,SAMEA4884704,
PDS000000024.2,PDT000006635.1,SAMEA4884687,
PDS000000396.1,PDT000011080.1,SAMEA3389031,
PDS000000396.1,PDT000018118.1,SAMN07816959,
PDS000000396.1,PDT000018119.1,SAMN07816960,
PDS000000396.1,PDT000018136.1,SAMN07816957,
PDS000000396.1,PDT000018138.1,SAMN07816955,
PDS000000396.1,PDT000018159.1,SAMN07816927,
PDS000000396.1,PDT000018162.2,SAMN07816924,
PDS000000396.1,PDT000018163.1,SAMN07816923,
PDS000000396.1,PDT000018172.1,SAMN07816945,
PDS000000396.1,PDT000018175.1,SAMN07816948,
PDS000000396.1,PDT000018177.1,SAMN07816950,
PDS000000396.1,PDT000018205.1,SAMN07816934,
PDS000000396.1,PDT000018248.1,SAMN07816836,
PDS000000396.1,PDT000018261.1,SAMN07816992,
PDS000000396.1,PDT000018276.1,SAMN07816909,
PDS000000396.1,PDT000018297.2,SAMN07816977,
PDS000000396.1,PDT000018308.1,SAMN07816917,
PDS000000389.1,PDT000000124.1,SAMEA3614327,
PDS000000389.1,PDT000011048.1,SAMEA3388999,
PDS000000389.1,PDT000011071.1,SAMEA3389022,
PDS000000389.1,PDT000011082.1,SAMEA3389033,
PDS000000389.1,PDT000011091.1,SAMEA3389042,
PDS000000389.1,PDT000011105.1,SAMEA3389056,
PDS000000389.1,PDT000011107.1,SAMEA3389058,
PDS000000389.1,PDT000011113.1,SAMEA3389064,
PDS000000389.1,PDT000011129.2,SAMEA3389080,
PDS000000389.1,PDT000011137.1,SAMEA3389088,
PDS000000389.1,PDT000011143.2,SAMEA3389094,
PDS000000389.1,PDT000011144.1,SAMEA3389095,
PDS000000389.1,PDT000011152.1,SAMEA3389103,
PDS000000389.1,PDT000011165.2,SAMEA3389116,
PDS000000389.1,PDT000011167.1,SAMEA3389118,
PDS000000389.1,PDT000017128.1,SAMN05831072,
PDS000000389.1,PDT000017140.1,SAMN05831086,
PDS000000500.1,PDT000009151.1,SAMEA2152971,
PDS000000500.1,PDT000009172.1,SAMEA1971267,
PDS000000500.1,PDT000009221.2,SAMEA2152475,
PDS000000500.1,PDT000009344.1,SAMEA1966224,
PDS000000500.1,PDT000009439.1,SAMEA2154663,
PDS000000500.1,PDT000009500.1,SAMEA2150067,
PDS000000500.1,PDT000009581.1,SAMEA2157090,
PDS000000500.1,PDT000009600.1,SAMEA2162659,
PDS000000500.1,PDT000009646.1,SAMEA1973420,
PDS000000500.1,PDT000009650.1,SAMEA2155158,
PDS000000500.1,PDT000009692.1,SAMEA2143184,
PDS000000500.1,PDT000009731.1,SAMEA2161224,
PDS000000500.1,PDT000009835.1,SAMEA2154578,
PDS000000500.1,PDT000009890.1,SAMEA2159199,
PDS000000500.1,PDT000010022.1,SAMEA2144371,
PDS000000500.1,PDT000010191.1,SAMEA2156358,
PDS000000500.1,PDT000010288.1,SAMEA2160697,
PDS000000213.1,PDT000007111.1,SAMEA5223868,
PDS000000213.1,PDT000007113.1,SAMEA5223870,
PDS000000213.1,PDT000007114.1,SAMEA5223871,
PDS000000213.1,PDT000007115.2,SAMEA5223872,
PDS000000213.1,PDT000007116.1,SAMEA5223873,
PDS000000213.1,PDT000007117.1,SAMEA5223874,
PDS000000213.1,PDT000007118.1,SAMEA5223875,
PDS000000213.1,PDT000007119.1,SAMEA5223876,
PDS000000213.1,PDT000007120.1,SAMEA5223877,
PDS000000213.1,PDT000007123.1,SAMEA5223880,
PDS000000213.1,PDT000007124.1,SAMEA5223881,
PDS000000213.1,PDT000007128.1,SAMEA5223885,
PDS000000213.1,PDT000007132.1,SAMEA5223889,
PDS000000213.1,PDT000007133.1,SAMEA5223890,
PDS000000213.1,PDT000007146.1,SAMEA5223903,
PDS000000213.1,PDT000007148.1,SAMEA5223905,
PDS000000526.1,PDT000004169.1,SAMEA104694020,
PDS000000526.1,PDT000004397.1,SAMEA1045608,
PDS000000526.1,PDT000004401.1,SAMEA1045612,
PDS000000526.1,PDT000004783.1,SAMEA1064371,
PDS000000526.1,PDT000004789.1,SAMEA1064377,
PDS000000526.1,PDT000004793.1,SAMEA1064381,
PDS000000526.1,PDT000004794.1,SAMEA1064382,
PDS000000526.1,PDT000004806.1,SAMEA1064394,
PDS000000526.1,PDT000004816.1,SAMEA1064404,
PDS000000526.1,PDT000004818.1,SAMEA1064407,
PDS000000526.1,PDT000004850.1,SAMEA1066470,
PDS000000526.1,PDT000004853.1,SAMEA1066473,
PDS000000526.1,PDT000005931.1,SAMEA4885619,
PDS000000526.1,PDT000006248.1,SAMEA4885689,
PDS000000526.1,PDT000006290.1,SAMEA4885581,
PDS000000526.1,PDT000007668.1,SAMEA5224502,
PDS000000085.2,PDT000005330.1,SAMEA4885245,
PDS000000085.2,PDT000005390.1,SAMEA4885247,
PDS000000085.2,PDT000005560.1,SAMEA4885216,
PDS000000085.2,PDT000005637.1,SAMEA4885218,
PDS000000085.2,PDT000005900.1,SAMEA4885213,
PDS000000085.2,PDT000006002.1,SAMEA4885208,
PDS000000085.2,PDT000006082.1,SAMEA4885251,
PDS000000085.2,PDT000006304.2,SAMEA4885219,
PDS000000085.2,PDT000006414.1,SAMEA4885209,
PDS000000085.2,PDT000006472.1,SAMEA4885246,
PDS000000085.2,PDT000006800.1,SAMEA4885315,
PDS000000085.2,PDT000006833.1,SAMEA4885321,
PDS000000077.2,PDT000005495.1,SAMEA4884960,
PDS000000077.2,PDT000005545.2,SAMEA4884908,
PDS000000077.2,PDT000005608.1,SAMEA4884956,
PDS000000077.2,PDT000005847.1,SAMEA4884940,
PDS000000077.2,PDT000005914.1,SAMEA4884948,
PDS000000077.2,PDT000005942.1,SAMEA4884915,
PDS000000077.2,PDT000006048.1,SAMEA4884964,
PDS000000077.2,PDT000006124.1,SAMEA4884922,
PDS000000077.2,PDT000006344.1,SAMEA4884901,
PDS000000077.2,PDT000006445.1,SAMEA4884773,
PDS000000077.2,PDT000006677.1,SAMEA4884920,
PDS000000077.2,PDT000006813.1,SAMEA4884967,
PDS000000077.2,PDT000006843.1,SAMEA4884938,
PDS000000169.1,PDT000000980.1,SAMEA4052455,
PDS000000169.1,PDT000006969.1,SAMEA4937743,
PDS000000169.1,PDT000007997.1,SAMEA5368730,
PDS000000169.1,PDT000008006.1,SAMEA5368739,
PDS000000169.1,PDT000008271.1,SAMEA5368782,
PDS000000169.1,PDT000008289.1,SAMEA5368670,
PDS000000169.1,PDT000008290.1,SAMEA5368762,
PDS000000169.1,PDT000008298.1,SAMEA5368773,
PDS000000169.1,PDT000008330.1,SAMEA5368790,
PDS000000169.1,PDT000008348.1,SAMEA5368789,
PDS000000169.1,PDT000008473.1,SAMEA5368205,
PDS000000169.1,PDT000008547.1,SAMEA5368388,
PDS000000169.1,PDT000008571.1,SAMEA5368289,
PDS000000169.1,PDT000008961.1,SAMEA5367917,
PDS000000169.1,PDT000008999.1,SAMEA5367972,
PDS000000169.1,PDT000009000.1,SAMEA5367970,
PDS000000601.1,PDT000019397.1,SAMN09401325,
PDS000000601.1,PDT000019401.1,SAMN09401143,
PDS000000601.1,PDT000019625.1,SAMN09401116,
PDS000000601.1,PDT000019653.1,SAMN09401210,
PDS000000601.1,PDT000019683.1,SAMN09401442,
PDS000000601.1,PDT000019710.1,SAMN09401167,
PDS000000601.1,PDT000019787.1,SAMN09401177,
PDS000000601.1,PDT000019812.1,SAMN09401315,
PDS000000601.1,PDT000019900.1,SAMN09401229,
PDS000000601.1,PDT000020103.1,SAMN09401187,
PDS000000601.1,PDT000020105.2,SAMN09401185,
PDS000000601.1,PDT000020107.1,SAMN09401183,
PDS000000601.1,PDT000020203.1,SAMN09401130,
PDS000000601.1,PDT000020236.1,SAMN09401122,
PDS000000601.1,PDT000020237.2,SAMN09401121,
PDS000000601.1,PDT000020251.1,SAMN09401305,
PDS000000386.1,PDT000000137.1,SAMEA3614340,
PDS000000386.1,PDT000000139.2,SAMEA3614342,
PDS000000386.1,PDT000000140.2,SAMEA3614343,
PDS000000386.1,PDT000000143.1,SAMEA3614346,
PDS000000386.1,PDT000000144.1,SAMEA3614347,
PDS000000386.1,PDT000000146.1,SAMEA3614349,
PDS000000386.1,PDT000011056.1,SAMEA3389007,
PDS000000386.1,PDT000011065.1,SAMEA3389016,
PDS000000386.1,PDT000011078.1,SAMEA3389029,
PDS000000386.1,PDT000011090.1,SAMEA3389041,
PDS000000386.1,PDT000011094.1,SAMEA3389045,
PDS000000386.1,PDT000011106.1,SAMEA3389057,
PDS000000386.1,PDT000011142.1,SAMEA3389093,
PDS000000386.1,PDT000011149.1,SAMEA3389100,
PDS000000386.1,PDT000011159.1,SAMEA3389110,
PDS000000386.1,PDT000023584.1,SAMN02318091,
PDS000000539.1,PDT000005087.1,SAMEA104076629,
PDS000000539.1,PDT000005098.1,SAMEA104076640,
PDS000000539.1,PDT000005113.1,SAMEA104076655,
PDS000000539.1,PDT000005129.1,SAMEA104076671,
PDS000000539.1,PDT000005190.1,SAMEA104076827,
PDS000000539.1,PDT000005194.1,SAMEA104076831,
PDS000000539.1,PDT000005205.1,SAMEA104076842,
PDS000000539.1,PDT000005236.1,SAMEA104076694,
PDS000000539.1,PDT000005284.1,SAMEA104076749,
PDS000000539.1,PDT000007862.1,SAMEA104364825,
PDS000000539.1,PDT000007864.1,SAMEA104364827,
PDS000000539.1,PDT000007865.1,SAMEA104364828,
PDS000000539.1,PDT000007880.1,SAMEA104364850,
PDS000000539.1,PDT000007881.1,SAMEA104364852,
PDS000000539.1,PDT000007892.1,SAMEA104364864,
PDS000000539.1,PDT000007908.1,SAMEA104364935,
PDS000000547.1,PDT000001697.1,SAMEA3893871,
PDS000000547.1,PDT000001726.2,SAMEA3893900,
PDS000000547.1,PDT000002052.1,SAMEA3893707,
PDS000000547.1,PDT000002054.1,SAMEA3893711,
PDS000000547.1,PDT000002976.1,SAMEA4364709,
PDS000000547.1,PDT000005056.1,SAMEA104076598,
PDS000000547.1,PDT000005206.1,SAMEA104076843,
PDS000000547.1,PDT000005207.1,SAMEA104076844,
PDS000000547.1,PDT000005275.1,SAMEA104076737,
PDS000000547.1,PDT000005281.1,SAMEA104076746,
PDS000000547.1,PDT000005282.1,SAMEA104076747,
PDS000000547.1,PDT000005300.1,SAMEA104076744,
PDS000000547.1,PDT000005301.1,SAMEA104076745,
PDS000000547.1,PDT000005302.1,SAMEA104076765,
PDS000000547.1,PDT000005304.1,SAMEA104076767,
PDS000000547.1,PDT000007951.1,SAMEA104365032,
PDS000000303.1,PDT000003547.2,SAMEA4553968,
PDS000000303.1,PDT000003602.1,SAMEA4554024,
PDS000000303.1,PDT000003604.2,SAMEA4554026,
PDS000000303.1,PDT000003695.1,SAMEA4554117,
PDS000000303.1,PDT000003734.1,SAMEA4554156,
PDS000000303.1,PDT000003740.1,SAMEA4554162,
PDS000000303.1,PDT000003741.1,SAMEA4554163,
PDS000000303.1,PDT000003742.1,SAMEA4554164,
PDS000000303.1,PDT000003743.1,SAMEA4554165,
PDS000000303.1,PDT000003746.1,SAMEA4554168,
PDS000000303.1,PDT000003749.1,SAMEA4554171,
PDS000000303.1,PDT000009392.1,SAMEA2150579,
PDS000000303.1,PDT000009641.1,SAMEA2147465,
PDS000000303.1,PDT000009654.1,SAMEA2146547,
PDS000000303.1,PDT000009656.1,SAMEA2146013,
PDS000000303.1,PDT000009953.1,SAMEA2145390,
PDS000000177.1,PDT000016145.1,SAMN05449814,
PDS000000177.1,PDT000016146.1,SAMN05449815,
PDS000000177.1,PDT000016149.1,SAMN05449818,
PDS000000177.1,PDT000016186.1,SAMN05449852,
PDS000000177.1,PDT000016187.1,SAMN05449853,
PDS000000177.1,PDT000016189.1,SAMN05449854,
PDS000000177.1,PDT000016192.1,SAMN05449857,
PDS000000177.1,PDT000016193.1,SAMN05449858,
PDS000000177.1,PDT000016195.1,SAMN05449860,
PDS000000177.1,PDT000016196.1,SAMN05449861,
PDS000000177.1,PDT000016197.1,SAMN05449862,
PDS000000177.1,PDT000016198.1,SAMN05449863,
PDS000000177.1,PDT000016207.1,SAMN05449812,
PDS000000177.1,PDT000016208.1,SAMN05449813,
PDS000000152.1,PDT000000111.1,SAMEA3614314,
PDS000000152.1,PDT000017107.1,SAMN05831050,
PDS000000152.1,PDT000017108.1,SAMN05831051,
PDS000000152.1,PDT000017122.1,SAMN05831066,
PDS000000152.1,PDT000019102.2,SAMN08911102,
PDS000000152.1,PDT000019103.1,SAMN08911101,
PDS000000152.1,PDT000019114.1,SAMN08911080,
PDS000000152.1,PDT000019117.1,SAMN08911077,
PDS000000152.1,PDT000019119.1,SAMN08911138,
PDS000000152.1,PDT000019129.1,SAMN08911099,
PDS000000152.1,PDT000019151.1,SAMN08911095,
PDS000000152.1,PDT000019152.1,SAMN08911096,
PDS000000152.1,PDT000019157.1,SAMN08911071,
PDS000000152.1,PDT000019173.1,SAMN08911139,
PDS000000152.1,PDT000019175.1,SAMN08911141,
PDS000000140.1,PDT000017621.2,SAMN07141556,
PDS000000140.1,PDT000017622.1,SAMN07141557,
PDS000000140.1,PDT000017624.1,SAMN07141551,
PDS000000140.1,PDT000017626.1,SAMN07141553,
PDS000000140.1,PDT000017628.1,SAMN07141559,
PDS000000140.1,PDT000017658.1,SAMN07141321,
PDS000000140.1,PDT000017659.1,SAMN07141320,
PDS000000140.1,PDT000017666.1,SAMN07141547,
PDS000000140.1,PDT000017692.1,SAMN07141538,
PDS000000140.1,PDT000017702.1,SAMN07141563,
PDS000000140.1,PDT000017835.1,SAMN07141324,
PDS000000140.1,PDT000017838.1,SAMN07141561,
PDS000000140.1,PDT000017843.1,SAMN07141564,
PDS000000140.1,PDT000017844.1,SAMN07141567,
PDS000000140.1,PDT000017851.2,SAMN07141323,
PDS000000570.1,PDT000005457.1,SAMEA4884700,
PDS000000570.1,PDT000005577.1,SAMEA4884696,
PDS000000570.1,PDT000005595.1,SAMEA4884722,
PDS000000570.1,PDT000005815.1,SAMEA4884699,
PDS000000570.1,PDT000005920.1,SAMEA4884725,
PDS000000570.1,PDT000005987.1,SAMEA4884721,
PDS000000570.1,PDT000006169.1,SAMEA4884723,
PDS000000570.1,PDT000006293.1,SAMEA4884713,
PDS000000570.1,PDT000006307.1,SAMEA4884692,
PDS000000570.1,PDT000006381.1,SAMEA4884711,
PDS000000570.1,PDT000006403.1,SAMEA4884724,
PDS000000570.1,PDT000006429.1,SAMEA4884728,
PDS000000570.1,PDT000006439.1,SAMEA4884720,
PDS000000570.1,PDT000006710.1,SAMEA4884694,
PDS000000542.1,PDT000005168.1,SAMEA104076805,
PDS000000542.1,PDT000005172.1,SAMEA104076809,
PDS000000542.1,PDT000005177.1,SAMEA104076814,
PDS000000542.1,PDT000005178.1,SAMEA104076815,
PDS000000542.1,PDT000005180.1,SAMEA104076817,
PDS000000542.1,PDT000005203.1,SAMEA104076840,
PDS000000542.1,PDT000005219.1,SAMEA104076856,
PDS000000542.1,PDT000005220.1,SAMEA104076857,
PDS000000542.1,PDT000007931.1,SAMEA104364963,
PDS000000542.1,PDT000007962.1,SAMEA104365047,
PDS000000542.1,PDT000007964.1,SAMEA104365054,
PDS000000542.1,PDT000007973.1,SAMEA104365067,
PDS000000542.1,PDT000007981.1,SAMEA104365075,
PDS000000542.1,PDT000007983.1,SAMEA104365077,
PDS000000542.1,PDT000007984.1,SAMEA104365078,
PDS000000251.1,PDT000005544.1,SAMEA4885202,
PDS000000251.1,PDT000005674.2,SAMEA4885207,
PDS000000251.1,PDT000005700.1,SAMEA4885220,
PDS000000251.1,PDT000005728.1,SAMEA4885517,
PDS000000251.1,PDT000006032.1,SAMEA4885503,
PDS000000251.1,PDT000006088.1,SAMEA4885622,
PDS000000251.1,PDT000006213.1,SAMEA4885134,
PDS000000251.1,PDT000006302.1,SAMEA4885190,
PDS000000251.1,PDT000006313.1,SAMEA4885172,
PDS000000251.1,PDT000006357.1,SAMEA4885221,
PDS000000251.1,PDT000006521.1,SAMEA4885171,
PDS000000251.1,PDT000006522.1,SAMEA4885164,
PDS000000251.1,PDT000006785.1,SAMEA4885206,
PDS000000251.1,PDT000017191.1,SAMN05832620,
PDS000000135.1,PDT000017618.1,SAMN07141382,
PDS000000135.1,PDT000017641.1,SAMN07141371,
PDS000000135.1,PDT000017643.1,SAMN07141377,
PDS000000135.1,PDT000017673.1,SAMN07141426,
PDS000000135.1,PDT000017678.2,SAMN07141423,
PDS000000135.1,PDT000017679.1,SAMN07141420,
PDS000000135.1,PDT000017685.1,SAMN07141360,
PDS000000135.1,PDT000017707.1,SAMN07141434,
PDS000000135.1,PDT000017713.1,SAMN07141432,
PDS000000135.1,PDT000017715.1,SAMN07141390,
PDS000000135.1,PDT000017762.1,SAMN07141414,
PDS000000135.1,PDT000017796.1,SAMN07141400,
PDS000000135.1,PDT000017804.1,SAMN07141408,
PDS000000135.1,PDT000017834.1,SAMN07141352,
PDS000000458.1,PDT000009210.1,SAMEA2155833,
PDS000000458.1,PDT000009498.1,SAMEA2151840,
PDS000000458.1,PDT000009877.1,SAMEA2155593,
PDS000000458.1,PDT000009892.1,SAMEA2146589,
PDS000000458.1,PDT000009909.1,SAMEA2142321,
PDS000000458.1,PDT000009915.1,SAMEA2153368,
PDS000000458.1,PDT000009966.1,SAMEA2158392,
PDS000000458.1,PDT000009994.1,SAMEA2144403,
PDS000000458.1,PDT000010011.1,SAMEA2146716,
PDS000000458.1,PDT000010016.1,SAMEA2142474,
PDS000000458.1,PDT000010076.1,SAMEA2161331,
PDS000000458.1,PDT000010117.1,SAMEA2157870,
PDS000000458.1,PDT000010255.1,SAMEA2152096,
PDS000000458.1,PDT000010292.1,SAMEA2161459,
PDS000000171.1,PDT000000995.1,SAMEA4052470,
PDS000000171.1,PDT000008000.1,SAMEA5368728,
PDS000000171.1,PDT000008202.1,SAMEA5367794,
PDS000000171.1,PDT000008212.1,SAMEA5368083,
PDS000000171.1,PDT000008213.1,SAMEA5368055,
PDS000000171.1,PDT000008293.1,SAMEA5368772,
PDS000000171.1,PDT000008326.1,SAMEA5368755,
PDS000000171.1,PDT000008328.1,SAMEA5368765,
PDS000000171.1,PDT000008334.2,SAMEA5368750,
PDS000000171.1,PDT000008353.1,SAMEA5368793,
PDS000000171.1,PDT000008468.1,SAMEA5367798,
PDS000000171.1,PDT000008482.1,SAMEA5368235,
PDS000000171.1,PDT000008516.1,SAMEA5367816,
PDS000000391.1,PDT000011053.1,SAMEA3389004,
PDS000000391.1,PDT000011059.1,SAMEA3389010,
PDS000000391.1,PDT000011128.2,SAMEA3389079,
PDS000000391.1,PDT000017129.1,SAMN05831073,
PDS000000391.1,PDT000019120.1,SAMN08911117,
PDS000000391.1,PDT000019130.1,SAMN08911135,
PDS000000391.1,PDT000019158.1,SAMN08911130,
PDS000000391.1,PDT000019167.1,SAMN08911133,
PDS000000391.1,PDT000019170.1,SAMN08911131,
PDS000000391.1,PDT000019171.1,SAMN08911137,
PDS000000391.1,PDT000023563.1,SAMN02318075,
PDS000000391.1,PDT000023564.1,SAMN02318078,
PDS000000391.1,PDT000023569.1,SAMN02318169,
PDS000000280.1,PDT000005350.1,SAMEA4884764,
PDS000000280.1,PDT000005379.1,SAMEA4884903,
PDS000000280.1,PDT000005621.1,SAMEA4884788,
PDS000000280.1,PDT000005659.2,SAMEA4884926,
PDS000000280.1,PDT000005708.1,SAMEA4884785,
PDS000000280.1,PDT000005830.1,SAMEA4884789,
PDS000000280.1,PDT000005912.1,SAMEA4884978,
PDS000000280.1,PDT000006117.1,SAMEA4884848,
PDS000000280.1,PDT000006210.2,SAMEA4884999,
PDS000000280.1,PDT000006552.1,SAMEA4884777,
PDS000000280.1,PDT000006715.1,SAMEA4884977,
PDS000000280.1,PDT000006838.1,SAMEA4884787,
PDS000000280.1,PDT000006858.1,SAMEA4885000,
PDS000000316.1,PDT000000031.1,SAMEA3304523,
PDS000000316.1,PDT000000034.1,SAMEA3304526,
PDS000000316.1,PDT000000999.1,SAMEA3916012,
PDS000000316.1,PDT000001288.1,SAMEA3916485,
PDS000000316.1,PDT000001373.1,SAMEA3916571,
PDS000000316.1,PDT000001374.1,SAMEA3916572,
PDS000000316.1,PDT000001375.1,SAMEA3916573,
PDS000000316.1,PDT000001378.1,SAMEA3916576,
PDS000000316.1,PDT000002254.1,SAMEA3941998,
PDS000000316.1,PDT000002270.1,SAMEA3894121,
PDS000000316.1,PDT000011195.1,SAMEA3304366,
PDS000000316.1,PDT000011279.1,SAMEA3304467,
PDS000000316.1,PDT000011338.1,SAMEA3304517,
PDS000000277.1,PDT000021100.1,SAMN10039125,
PDS000000277.1,PDT000021101.1,SAMN10039124,
PDS000000277.1,PDT000021102.1,SAMN10039123,
PDS000000277.1,PDT000021104.1,SAMN10039121,
PDS000000277.1,PDT000021105.1,SAMN10039120,
PDS000000277.1,PDT000021323.1,SAMN10039130,
PDS000000277.1,PDT000021469.1,SAMN10039109,
PDS000000277.1,PDT000021473.1,SAMN10039113,
PDS000000277.1,PDT000021476.1,SAMN10039116,
PDS000000277.1,PDT000021493.1,SAMN10039105,
PDS000000277.1,PDT000021498.1,SAMN10039100,
PDS000000277.1,PDT000021764.1,SAMN10039096,
PDS000000277.1,PDT000021765.1,SAMN10039097,
PDS000000558.1,PDT000000005.1,SAMD00029146,
PDS000000558.1,PDT000000017.1,SAMD00029148,
PDS000000558.1,PDT000000018.1,SAMD00029151,
PDS000000558.1,PDT000000019.1,SAMD00029152,
PDS000000558.1,PDT000000020.1,SAMD00029153,
PDS000000558.1,PDT000000021.1,SAMD00029154,
PDS000000558.1,PDT000000022.1,SAMD00029155,
PDS000000558.1,PDT000000023.1,SAMD00029156,
PDS000000558.1,PDT000000024.1,SAMD00029157,
PDS000000558.1,PDT000000025.1,SAMD00029158,
PDS000000558.1,PDT000000026.1,SAMD00029149,
PDS000000558.1,PDT000000027.1,SAMD00029150,
PDS000000557.1,PDT000000004.1,SAMD00029147,
PDS000000557.1,PDT000000006.1,SAMD00029159,
PDS000000557.1,PDT000000007.1,SAMD00029162,
PDS000000557.1,PDT000000008.1,SAMD00029163,
PDS000000557.1,PDT000000009.1,SAMD00029164,
PDS000000557.1,PDT000000010.1,SAMD00029165,
PDS000000557.1,PDT000000011.1,SAMD00029166,
PDS000000557.1,PDT000000012.1,SAMD00029167,
